"id","language_id","key","value","description","created_at","updated_at"
"7c23b6b0-961f-4565-8310-132193b373d9",ebe506ef-9d7f-4f05-947e-54865217ccfd,won,जीत लिया,,1900-01-20 17:20:00,1900-01-20 17:20:00
"364459a5-4e74-47a2-af3e-230a78eeed7f",ebe506ef-9d7f-4f05-947e-54865217ccfd,lost,हार,,1900-01-20 17:20:19,1900-01-20 17:20:19
"4cc6cbf8-4cec-4c0e-b425-9824ad355630",ebe506ef-9d7f-4f05-947e-54865217ccfd,cancelled,रद्द,,1900-01-20 17:20:33,1900-01-20 17:20:33
c9d8791d-8c98-453c-b046-eb0e09c655c7,ebe506ef-9d7f-4f05-947e-54865217ccfd,missed,चुक गया,,1900-01-20 17:20:44,1900-01-20 17:20:44
e36aad01-e26e-428b-ac09-a938865fb8c6,ebe506ef-9d7f-4f05-947e-54865217ccfd,enter_your_name,अपना नाम दर्ज करें,,1900-01-20 17:20:58,1900-01-20 17:20:58
"15323484-9912-4c97-9ea1-65c07ee041ca",ebe506ef-9d7f-4f05-947e-54865217ccfd,enter_your_email,अपना ईमेल दर्ज करें,,1900-01-20 17:21:07,1900-01-20 17:21:07
"3e2fe7d6-5edd-465e-9eed-0f7d08ded414",ebe506ef-9d7f-4f05-947e-54865217ccfd,name_is_required,नाम आवश्यक है,,1900-01-20 17:21:45,1900-01-20 17:21:45
eaadfc83-8778-466a-b262-90a91fe92c7b,ebe506ef-9d7f-4f05-947e-54865217ccfd,username_is_required,उपयोगकर्ता नाम आवश्यक है,,1900-01-20 17:22:04,1900-01-20 17:22:04
d5ce69b2-364a-4591-aa26-4c6b50970d24,ebe506ef-9d7f-4f05-947e-54865217ccfd,email_is_required,ईमेल जरुरी है,,1900-01-20 17:22:12,1900-01-20 17:22:12
c2ae54cc-1688-4f1c-8b7f-7359ba044f7a,ebe506ef-9d7f-4f05-947e-54865217ccfd,segment,क्विज़ टाइप,,1900-01-20 17:24:23,1900-01-20 17:24:23
d87b0159-cff5-4e2e-bb8a-b2ea1aa284c4,ebe506ef-9d7f-4f05-947e-54865217ccfd,timing,समय,,1900-01-20 17:24:47,1900-01-20 17:24:47
"534b45f8-a592-4f98-b8ab-33c0b9cfc77e",ebe506ef-9d7f-4f05-947e-54865217ccfd,nov,नवंबर,,1900-01-20 17:25:33,1900-01-20 17:25:33
"10771692-dbdb-48b8-b868-5af7853e9f80",ebe506ef-9d7f-4f05-947e-54865217ccfd,clear,साफ़,,1900-01-20 17:27:29,1900-01-20 17:27:29
ac617ff2-38b2-46dd-b3dc-4c7ae67cfa6a,ebe506ef-9d7f-4f05-947e-54865217ccfd,sort_by,सॉर्ट करे,,1900-01-20 17:30:45,1900-01-20 17:30:45
"9e0a23fd-e1d2-4092-a95d-dcf6a8fdb643",ebe506ef-9d7f-4f05-947e-54865217ccfd,prize_amount,पुरस्कार राशि,,1900-01-20 17:30:55,1900-01-20 17:30:55
c9ac04b1-729c-484f-a5b6-5d01059c58a2,ebe506ef-9d7f-4f05-947e-54865217ccfd,entry_fee,प्रवेश शुल्क,,1900-01-20 17:31:44,1900-01-20 17:31:44
a1e8b859-bfa9-4693-8a86-372d85777160,ebe506ef-9d7f-4f05-947e-54865217ccfd,submit,जमा करें,,1900-01-20 17:08:02,1900-01-20 13:26:14
"4c55019a-6d92-4564-8847-85b04e3b57b7",ebe506ef-9d7f-4f05-947e-54865217ccfd,choose_a_period,एक अवधि चुनें,,1900-01-20 16:54:53,1900-01-20 21:14:07
c029b0b0-7851-466e-9f7d-0d7b82f234ab,ebe506ef-9d7f-4f05-947e-54865217ccfd,scoreboard_bottommenu,स्कोरबोर्ड,,1900-01-20 16:47:39,1900-01-20 23:17:09
"5603b1ca-b5d4-488b-a3ad-6fb0c3f7abdf",ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_bottommenu,क्विज़,,1900-01-20 17:22:49,1900-01-20 23:18:12
"048e4d6b-4165-4996-bbbd-093efd02c2b9",ebe506ef-9d7f-4f05-947e-54865217ccfd,this_week,इस सप्ताह,,1900-01-20 16:48:02,1900-01-20 02:09:58
fd90a769-945e-4172-85f1-4cacc1c70cea,ebe506ef-9d7f-4f05-947e-54865217ccfd,edit_profile,प्रोफ़ाइल बदले,,1900-01-20 17:07:24,1900-01-20 11:48:13
"949ec7e5-6164-40fa-a1d3-1a60534193e5",ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_hosted,होस्ट की गई क्विज़,,1900-01-20 17:29:20,1900-01-20 13:14:23
c4c0364c-dd17-423e-b9a5-c17c9fcd4138,ebe506ef-9d7f-4f05-947e-54865217ccfd,redeem_coins,सिक्के निकाले,,1900-01-20 17:00:22,1900-01-20 12:40:48
"450f703c-5373-43db-980f-eb49071cf629",ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_suspended,क्विज निलंबित,,1900-01-20 17:00:44,1900-01-20 13:17:09
f12e722b-fbd4-4a59-939c-15c9a487ebb9,ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_won,क्विज जीता,,1900-01-20 17:00:57,1900-01-20 13:20:20
"97816369-70d9-4ee7-9453-f6910742bc52",ebe506ef-9d7f-4f05-947e-54865217ccfd,date_of_birth_ddmmyyyy,जन्म की तिथि(दिनांक / महीना / बर्ष),,1900-01-20 17:21:36,1900-01-20 13:23:40
"6002afd1-5aea-4eee-a605-1f2cf09a5223",ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_id,क्विज आई.डी.,,1900-01-20 17:31:57,1900-01-20 17:31:57
dc0298a2-4c35-4c78-ac56-176247a54ee8,ebe506ef-9d7f-4f05-947e-54865217ccfd,hosted_by,होस्ट है:,,1900-01-20 17:39:13,1900-01-20 17:39:13
"45da0d44-a146-4e14-bc3b-85a1002d10e1",ebe506ef-9d7f-4f05-947e-54865217ccfd,win_upto,जीतो,,1900-01-20 17:41:42,1900-01-20 17:41:42
"3680b5f6-7a63-4b75-8fd5-50d160120027",ebe506ef-9d7f-4f05-947e-54865217ccfd,know_more,अधिक जानिए,,1900-01-20 17:43:35,1900-01-20 17:43:35
"796e9c29-982a-46d0-9ccb-c8f389afdc71",ebe506ef-9d7f-4f05-947e-54865217ccfd,enter_quiz_id,क्विज़ आईडी दर्ज करें,,1900-01-20 17:43:53,1900-01-20 17:43:53
"589f59e4-4075-4782-9c9b-29ae4f22328d",ebe506ef-9d7f-4f05-947e-54865217ccfd,am,AM,,1900-01-20 17:44:09,1900-01-20 17:44:09
fb79cf3a-8849-4399-aa2d-98def7ea380f,ebe506ef-9d7f-4f05-947e-54865217ccfd,pm,PM,,1900-01-20 17:44:18,1900-01-20 17:44:18
"2b29ed81-7062-4664-97db-1cedd2c749ca",ebe506ef-9d7f-4f05-947e-54865217ccfd,joined,जुड़ गये,,1900-01-20 17:19:50,2020-11-10 02:06:43
"51a65b9b-ea19-47c5-98d6-0cb721ef77f9",ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_joined,क्विज़ जिसमे आप जुड़े हुए है,,1900-01-20 17:01:52,2020-11-10 11:56:40
"104baa08-275d-4a09-bd16-d76aea06be70",ebe506ef-9d7f-4f05-947e-54865217ccfd,high_to_low,ज़्यादा से कम,,1900-01-20 17:31:09,2020-11-10 12:05:44
"2df88d09-ba5c-4657-a028-b618a0046a59",ebe506ef-9d7f-4f05-947e-54865217ccfd,low_to_high,कम से ज़्यादा,,1900-01-20 17:31:22,2020-11-10 12:06:10
c3d36144-f376-48e3-931d-48fffc6de94f,ebe506ef-9d7f-4f05-947e-54865217ccfd,enter_your_username,अपना यूसरनाम दर्ज करें,,1900-01-20 17:21:15,2020-11-10 14:32:06
"6510a0eb-86ad-4e55-872e-05c8038312a2",ebe506ef-9d7f-4f05-947e-54865217ccfd,join,जुड़े,,1900-01-20 17:43:21,2020-11-11 21:00:55
e04cfa6f-849c-4f6e-927f-8505fc0e97d2,ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_starts_in,क्विज़ शुरू होगा,,1900-01-20 17:46:09,1900-01-20 17:46:09
"1d09107d-0bb8-4ec4-a57f-12015f113cc0",ebe506ef-9d7f-4f05-947e-54865217ccfd,days,दिन,,1900-01-20 17:46:21,1900-01-20 17:46:21
"740899e6-a2e9-4615-8aae-0c74f7465dff",ebe506ef-9d7f-4f05-947e-54865217ccfd,hours,घंटे,,1900-01-20 17:46:32,1900-01-20 17:46:32
c0c97219-761e-4181-89be-fa239610f0f5,ebe506ef-9d7f-4f05-947e-54865217ccfd,minutes,मिनट,,1900-01-20 17:46:44,1900-01-20 17:46:44
"2df0f56d-badc-4bf1-bb84-4e7f031541fb",ebe506ef-9d7f-4f05-947e-54865217ccfd,invite_friends,मित्रों को आमंत्रित करें,,1900-01-20 17:47:22,1900-01-20 17:47:22
"5f559171-4e33-4a0b-9abb-cd2adff14c1c",ebe506ef-9d7f-4f05-947e-54865217ccfd,start_quiz,क्विज़ शुरू करें,,1900-01-20 17:47:37,1900-01-20 17:47:37
"60e22363-8b1a-429b-90d8-645e7d906171",ebe506ef-9d7f-4f05-947e-54865217ccfd,join_quiz,क्विज़ जाय्न करे,,1900-01-20 17:48:20,1900-01-20 17:48:20
ace457ce-ea0a-4cb4-8314-47be0533d3b3,ebe506ef-9d7f-4f05-947e-54865217ccfd,yes,हाँ,,1900-01-20 17:48:39,1900-01-20 17:48:39
"7c0d6de9-f6f1-4df0-8cbb-b604a04564df",ebe506ef-9d7f-4f05-947e-54865217ccfd,no,नहीं,,1900-01-20 17:48:52,1900-01-20 17:48:52
f0495f69-58f1-496b-ab8a-ec5ef7b6e72f,ebe506ef-9d7f-4f05-947e-54865217ccfd,preparation_kit,तैयारी किट,,1900-01-20 17:49:03,1900-01-20 17:49:03
faca0b2f-eea5-48c5-aa93-1fe940789716,ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_info,क्विज़ जानकारी,,1900-01-20 17:49:25,1900-01-20 17:49:25
"62dc7d79-0f65-497c-97d5-8915925d6e0c",ebe506ef-9d7f-4f05-947e-54865217ccfd,winning_prize,पुरस्कार राशि,,1900-01-20 17:49:57,1900-01-20 17:49:57
"6488477b-06b1-4c5f-b3b8-18562caeac6e",ebe506ef-9d7f-4f05-947e-54865217ccfd,total_questions,कुल सवाल,,1900-01-20 17:50:19,1900-01-20 17:50:19
"60000c0a-26f8-4d7d-b4d8-edd803823a93",ebe506ef-9d7f-4f05-947e-54865217ccfd,total_winners,कुल विजेता,,1900-01-20 17:50:33,1900-01-20 17:50:33
"67a24ae1-2f17-46ac-8db2-99a0fc108f67",ebe506ef-9d7f-4f05-947e-54865217ccfd,seconds,सेकंड,,1900-01-20 17:52:45,1900-01-20 17:52:45
cd40226b-21a1-4e63-976a-cde562070567,ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_timings,क्विज़ समय,,1900-01-20 17:52:57,1900-01-20 17:52:57
"2785d4b2-8847-43c3-9701-0c1fedb878b6",ebe506ef-9d7f-4f05-947e-54865217ccfd,results,परिणाम,,1900-01-20 18:06:39,1900-01-20 18:06:39
"31049f4d-9fd0-48eb-bd1a-778829750c38",ebe506ef-9d7f-4f05-947e-54865217ccfd,prize_info,पुरस्कार की जानकारी,,1900-01-20 18:07:55,1900-01-20 18:07:55
"75bd40a4-ad31-466c-9329-ecb576337b1e",ebe506ef-9d7f-4f05-947e-54865217ccfd,rank,पद,,1900-01-20 18:08:01,1900-01-20 18:08:01
"06e188da-34d3-491c-982b-9a966bf8f5ec",ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_time,क्विज़ समय,,1900-01-20 18:08:18,1900-01-20 18:08:18
"360d4869-8a70-4bed-bc1c-7dbf330ad3e3",ebe506ef-9d7f-4f05-947e-54865217ccfd,number_of_participants,प्रतिभागियों की संख्या,,1900-01-20 18:08:34,1900-01-20 18:08:34
"7ecf1c15-b886-4d51-b3d9-d25172063539",ebe506ef-9d7f-4f05-947e-54865217ccfd,create_quiz,क्विज़ बनाएँ,,1900-01-20 18:09:19,1900-01-20 18:09:19
"8dfd6d04-f208-43a0-a4dd-14721cb9e17d",ebe506ef-9d7f-4f05-947e-54865217ccfd,how_to_play,कैसे खेलें,,1900-01-20 18:09:41,1900-01-20 18:09:41
"1fc3db8d-7fa5-4c40-96ae-5fbfea1f9557",ebe506ef-9d7f-4f05-947e-54865217ccfd,follow_us_on_instagram,हमें इंस्टाग्राम पर फॉलो करें,,1900-01-20 18:10:00,1900-01-20 18:10:00
"89081151-35b8-4708-a0d6-07e748042d8f",ebe506ef-9d7f-4f05-947e-54865217ccfd,follow_us_on_facebook,हमें फ़ेसबुक पर फ़ॉलो करें,,1900-01-20 18:10:08,1900-01-20 18:10:08
"928adbaa-c6b1-4388-a513-e19e7da48d17",ebe506ef-9d7f-4f05-947e-54865217ccfd,go_to_website,वेबसाइट पर जाएं,,1900-01-20 18:10:17,1900-01-20 18:10:17
"5df1039b-ca41-4bda-bf2c-fbe1b8921b0b",ebe506ef-9d7f-4f05-947e-54865217ccfd,faqs,पूछे जाने वाले प्रश्न,,1900-01-20 18:10:25,1900-01-20 18:10:25
"3e05f2df-c18a-47a3-9677-15421b7b2a19",ebe506ef-9d7f-4f05-947e-54865217ccfd,terms_and_conditions,नियम और शर्तें,,1900-01-20 18:10:34,1900-01-20 18:10:34
"0d251019-f0e6-4fac-b7d4-f7c6dca201f9",ebe506ef-9d7f-4f05-947e-54865217ccfd,privacy_policy,गोपनीयता नीति,,1900-01-20 18:10:45,1900-01-20 18:10:45
"16f265f0-b508-4d55-aca1-f62ef42626ab",ebe506ef-9d7f-4f05-947e-54865217ccfd,logout,लॉग आउट,,1900-01-20 18:10:53,1900-01-20 18:10:53
db643968-f0fd-4e2e-adf6-bd437e2117aa,"6c480209-4b6c-4cd2-a982-e37836c300cf",request_otp,Send OTP,,1900-01-20 18:20:32,1900-01-20 18:24:46
"0f00e139-0fa7-499c-9a10-6da31f6ea72c",ebe506ef-9d7f-4f05-947e-54865217ccfd,verify_otp,ओटीपी जमा करें,,1900-01-20 20:47:25,1900-01-20 20:47:25
"83c6c774-4464-4ec0-8f34-3289670bb0eb",ebe506ef-9d7f-4f05-947e-54865217ccfd,otp_sent_to,ओटीपी को भेजा गया,,1900-01-20 20:47:58,1900-01-20 20:47:58
eaf53897-cdc0-434a-8395-385441e3b387,ebe506ef-9d7f-4f05-947e-54865217ccfd,otp_screen_alert,आपकी गोपनीयता हमारी प्राथमिकता है। हम आपके व्यक्तिगत विवरण किसी के साथ साझा नहीं करते हैं।,,1900-01-20 20:48:23,1900-01-20 20:48:23
"523fb890-148c-4af0-93a8-7da9df498316",ebe506ef-9d7f-4f05-947e-54865217ccfd,enter_your_phone_number,अपना मोबाइल नंबर दर्ज करें,,1900-01-20 20:48:36,1900-01-20 20:48:36
"87f6420e-ed04-4bb6-aeaa-8b379c21cf3f",ebe506ef-9d7f-4f05-947e-54865217ccfd,enter_your_details,अपना विवरण दर्ज करें,,1900-01-20 20:48:52,1900-01-20 20:48:52
e9a2928b-b32d-47f1-8027-2a5a74306c7a,ebe506ef-9d7f-4f05-947e-54865217ccfd,is_it_a_private_quiz,क्या यह एक निजी क्विज़ है?,,1900-01-20 18:09:11,1900-01-20 21:14:38
adf1d8a6-4f79-45b0-8d76-4b3ea15e68b5,ebe506ef-9d7f-4f05-947e-54865217ccfd,total_participants,कुल पक्षकार,,1900-01-20 17:50:08,1900-01-20 23:34:26
"38bad446-40d9-4780-a471-418bc11a486a",ebe506ef-9d7f-4f05-947e-54865217ccfd,create_quiz_heading,क्विज़ बनाएँ,,1900-01-20 18:08:10,1900-01-20 01:51:46
"51a0a4ff-8bc7-46c7-9912-58750e3f5334",ebe506ef-9d7f-4f05-947e-54865217ccfd,request_otp,ओटीपी भेजें,,1900-01-20 20:49:04,1900-01-20 20:49:04
a4598893-559e-4d83-b6aa-99bed83dc2bb,ebe506ef-9d7f-4f05-947e-54865217ccfd,are_you_sure,क्या आपको यकीन है?,,1900-01-20 17:48:30,1900-01-20 21:12:16
c09bf58e-4c18-4e12-9b07-621f31c04cbc,"6c480209-4b6c-4cd2-a982-e37836c300cf",enter_your_details,Enter Your Details,,1900-01-20 21:47:22,1900-01-20 21:47:22
"7ec5d6d8-0088-4df2-9e80-8bb1bb24ddc7","6c480209-4b6c-4cd2-a982-e37836c300cf",enter_your_phone_number,Enter Your Phone Number,,1900-01-20 21:47:35,1900-01-20 21:47:35
"54e48992-c419-4184-a1ba-5ea8e035946b","6c480209-4b6c-4cd2-a982-e37836c300cf",otp_screen_alert,Your privacy is our priority. We don’t share your personal details with anyone.,,1900-01-20 21:47:45,1900-01-20 21:47:45
b9c8e7c2-4bcc-471a-b672-3b6f6763fe0b,"6c480209-4b6c-4cd2-a982-e37836c300cf",otp_sent_to,OTP Sent to,,1900-01-20 21:47:58,1900-01-20 21:47:58
a02c54be-48b3-4625-bab0-6468af1fbc3d,"6c480209-4b6c-4cd2-a982-e37836c300cf",verify_otp,Submit OTP,,1900-01-20 21:48:23,1900-01-20 21:48:23
"383f916f-4ec5-4173-a1b2-e6d4a9ca1bbb","6c480209-4b6c-4cd2-a982-e37836c300cf",today,Today,,1900-01-20 21:48:47,1900-01-20 21:48:47
"580cd913-3788-448b-93b1-4ef42da691e1","6c480209-4b6c-4cd2-a982-e37836c300cf",this_month,This Month,,1900-01-20 21:49:09,1900-01-20 21:49:09
"6f234d4e-1f34-4a0c-8342-fca02d9408ac",ebe506ef-9d7f-4f05-947e-54865217ccfd,invite_earn,आमंत्रित करें और कमाएँ,,1900-01-20 18:09:32,2020-11-09 17:14:41
"995098dd-250a-4e8b-a92f-f8ad0627d284",ebe506ef-9d7f-4f05-947e-54865217ccfd,languages,भाषा,,1900-01-20 18:09:50,2020-11-10 11:57:35
"5cf19352-4190-4e4e-bbdc-b374d01cd673","6c480209-4b6c-4cd2-a982-e37836c300cf",didnt_get_the_code_resend,Didn’t get the code?,,1900-01-20 21:48:08,2020-11-10 12:13:02
c03718e3-de65-4b51-8421-030d97fb284c,ebe506ef-9d7f-4f05-947e-54865217ccfd,didnt_get_the_code_resend,कोड नहीं मिला?,,1900-01-20 20:47:45,2020-11-10 12:15:19
"00cb71a8-d455-48fe-acae-a4ff2aa9f7a9",ebe506ef-9d7f-4f05-947e-54865217ccfd,winners,विजेता,,1900-01-20 18:06:04,2020-11-10 12:23:52
"23fd74b2-0ecd-4fc7-ab5a-0db01c49f6d7",ebe506ef-9d7f-4f05-947e-54865217ccfd,quiz_questions_info,इन सवालों से ही क्विज के सवाल पूछे जाएंगे।,,1900-01-20 17:49:15,2020-11-10 12:29:29
"65be0f83-2453-4d08-9624-7e78be11fc5b",ebe506ef-9d7f-4f05-947e-54865217ccfd,time_for_question,"1 प्रश्न का समय",,1900-01-20 17:52:35,2020-11-10 12:35:10
"8b5cbc17-0279-498d-b07b-9b714dc59ef8",ebe506ef-9d7f-4f05-947e-54865217ccfd,will_be_announced_soon,की घोषणा जल्द की जाएगी,,1900-01-20 18:06:18,2020-11-10 13:19:22
"2d2aeb18-c733-42af-b1b2-f5d1aac09f69",ebe506ef-9d7f-4f05-947e-54865217ccfd,participants,सदस्य,,1900-01-20 18:06:29,2020-11-10 13:41:44
"81b771b2-0148-405c-ac55-c24c4ea80097","6c480209-4b6c-4cd2-a982-e37836c300cf",choose_a_period,Choose a Period,,1900-01-20 21:49:18,1900-01-20 21:49:18
d39afb11-205b-4c18-85af-4e82f435d6cc,"6c480209-4b6c-4cd2-a982-e37836c300cf",none,None,,1900-01-20 21:49:28,1900-01-20 21:49:28
ac8f86dd-b284-47ac-95e3-20ff5d89c097,"6c480209-4b6c-4cd2-a982-e37836c300cf",buy_coins,BUY COINS,,1900-01-20 21:49:53,1900-01-20 21:49:53
"5349b035-19d0-42ec-aa47-e3c53fac36e6","6c480209-4b6c-4cd2-a982-e37836c300cf",redeem_coins,REDEEM COINS,,1900-01-20 21:50:01,1900-01-20 21:50:01
c8c546f7-87b1-4249-973a-ab8db176d612,"6c480209-4b6c-4cd2-a982-e37836c300cf",withdraw_money,Withdraw Money,,1900-01-20 21:50:10,1900-01-20 21:50:10
ed88bb34-54df-4c72-9b64-ac0ac8e67b4c,"6c480209-4b6c-4cd2-a982-e37836c300cf",quiz_suspended,Quiz Suspended,,1900-01-20 21:50:26,1900-01-20 21:50:26
"35b314a3-84c3-4daf-82b6-d89a15155c03","6c480209-4b6c-4cd2-a982-e37836c300cf",quiz_joined,Quiz Joined,,1900-01-20 21:50:42,1900-01-20 21:50:42
"7baf32cd-ddf7-4f86-85ec-fc81159be19d","6c480209-4b6c-4cd2-a982-e37836c300cf",joining_bonus,Joining Bonus,,1900-01-20 21:50:52,1900-01-20 21:50:52
"27d5e8d7-0b06-4a77-bbd6-df4cc1a17e25","6c480209-4b6c-4cd2-a982-e37836c300cf",total_earning_till_now,Total Earning till now,,1900-01-20 21:51:02,1900-01-20 21:51:02
"48768792-a4fb-4322-b881-8adc810f87b0","6c480209-4b6c-4cd2-a982-e37836c300cf",select_operator,Select Operator,,1900-01-20 21:51:12,1900-01-20 21:51:12
fdd80e78-00c9-42bc-998a-a27f345c6222,"6c480209-4b6c-4cd2-a982-e37836c300cf",enter_your_mobile_number,Enter your Mobile number,,1900-01-20 21:51:26,1900-01-20 21:51:26
"98b1492d-b18b-4a8b-a460-5b285f52b674","6c480209-4b6c-4cd2-a982-e37836c300cf",enter_number_of_coins_to_be_redeemed,Enter number of coins to be redeemed,,1900-01-20 21:51:34,1900-01-20 21:51:34
d6808f04-e4da-422a-a263-49e55cabc11f,"6c480209-4b6c-4cd2-a982-e37836c300cf",withdraw,WITHDRAW,,1900-01-20 21:52:09,1900-01-20 21:52:09
"137fd954-ddb4-4c2d-9948-ca1619658fae","6c480209-4b6c-4cd2-a982-e37836c300cf",coin_mall,Coin Mall,,1900-01-20 21:52:18,1900-01-20 21:52:18
abbe88f5-9ce5-4deb-adce-9ca5f667d183,"6c480209-4b6c-4cd2-a982-e37836c300cf",pile_of_coins,Pile of Coins,,1900-01-20 21:52:25,1900-01-20 21:52:25
afc98bd0-150e-41eb-adf4-2849c43d2068,"6c480209-4b6c-4cd2-a982-e37836c300cf",wallet_of_coins,Wallet of Coins,,1900-01-20 21:52:35,1900-01-20 21:52:35
"1ab20757-01e0-4c32-99ca-5139ae581511","6c480209-4b6c-4cd2-a982-e37836c300cf",sack_of_coins,Sack of Coins,,1900-01-20 21:52:44,1900-01-20 21:52:44
eb77ebef-554e-403b-ab3e-0bc73a74464a,"6c480209-4b6c-4cd2-a982-e37836c300cf",trolley_of_coins,Trolley of Coins,,1900-01-20 21:53:01,1900-01-20 21:53:01
e223c80c-069a-41f8-93a8-8275ddd3e838,"6c480209-4b6c-4cd2-a982-e37836c300cf",coins,Coins,,1900-01-20 21:53:09,1900-01-20 21:53:09
"7383390f-7d3b-4b49-b7ec-2624323b0fe7","6c480209-4b6c-4cd2-a982-e37836c300cf",edit_profile,Edit Profile,,1900-01-20 21:53:18,1900-01-20 21:53:18
